Product_Name,Sub_Fund_Name,Issuer,Auth_Date,Doc,Deriv_Fund,Product_ID,Sub_Fund_ID,doc_url
JPMorgan Asia Equity Dividend Fund (AXQ388),,JPMorgan Funds (Asia) Limited,2/3/2012,Offering Documents,No,AXQ388,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
First Sentier Investors Global Umbrella Fund plc (AER758),Stewart Investors Worldwide Equity Fund (AWY818),Board of Director - First Sentier Investors Global Umbrella Fund plc,28/2/2012,Offering Documents,No,AER758,AWY818,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AWY818&docType=OD
Schroder International Selection Fund (AEU509),Frontier Markets Equity (AWX043),Schroder Investment Management (Europe) S.A.,24/2/2012,Offering Documents,No,AEU509,AWX043,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AWX043&docType=OD
Allianz Global Investors Fund (AOY394),Allianz Flexi Asia Bond (AYK107),Allianz Global Investors GmbH,16/2/2012,Offering Documents,No,AOY394,AYK107,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AYK107&docType=OD
BOCHK Investment Funds (AGW589),BOCHK RMB Fixed Income Fund (AXQ423),BOCI-Prudential Asset Management Limited,14/2/2012,Offering Documents,No,AGW589,AXQ423,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AXQ423&docType=OD
Fidelity Funds (AAV264),Fidelity Funds - Asian Smaller Companies Fund (AYC376),FIL Investment Management (Luxembourg) S.A.,3/2/2012,Offering Documents,No,AAV264,AYC376,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AYC376&docType=OD
Allianz Global Investors Fund (AOY394),Allianz Global Metals and Mining (AWT555),Allianz Global Investors GmbH,1/2/2012,Offering Documents,No,AOY394,AWT555,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AWT555&docType=OD
Pictet (AOY988),Pictet - Global Environmental Opportunities (AWT552),Pictet Asset Management (Europe) S.A.,26/1/2012,Offering Documents,No,AOY988,AWT552,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AWT552&docType=OD
Pictet (AOY988),Pictet - SmartCity (AWT553),Pictet Asset Management (Europe) S.A.,26/1/2012,Offering Documents,No,AOY988,AWT553,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AWT553&docType=OD
Ninety One Global Strategy Fund (AAQ612),Emerging Markets Corporate Debt Fund (AWS588),Ninety One Luxembourg S.A.,19/1/2012,Offering Documents,No,AAQ612,AWS588,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AWS588&docType=OD
Ninety One Global Strategy Fund (AAQ612),Emerging Markets Equity Fund (AWS589),Ninety One Luxembourg S.A.,19/1/2012,Offering Documents,No,AAQ612,AWS589,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AWS589&docType=OD
Ninety One Global Strategy Fund (AAQ612),Emerging Markets Local Currency Dynamic Debt Fund (AWS587),Ninety One Luxembourg S.A.,19/1/2012,Offering Documents,Yes,AAQ612,AWS587,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AWS587&docType=OD
The Jupiter Global Fund (AQW493),Jupiter Financial Innovation (AVY564),Jupiter Asset Management International S.A.,18/1/2012,Offering Documents,No,AQW493,AVY564,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AVY564&docType=OD
The Jupiter Global Fund (AQW493),Jupiter Global Convertibles (AVY568),Jupiter Asset Management International S.A.,18/1/2012,Offering Documents,No,AQW493,AVY568,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AVY568&docType=OD
Guosen RMB Investment Series (AYJ266),,Guosen Securities (HK) Asset Management Company Limited,13/1/2012, ,,AYJ266,,
Guosen RMB Investment Series (AYJ266),Guosen RMB Renaissance Fund (AYJ267),Guosen Securities (HK) Asset Management Company Limited,13/1/2012, ,,AYJ266,AYJ267,
HuaAn Aggregate Fund Series (AYI880),,HuaAn Asset Management (Hong Kong) Limited,13/1/2012, ,,AYI880,,
SWS Strategic Investment Funds (AXE144),,Shenwan Hongyuan Asset Management (Asia) Limited,9/1/2012, ,,AXE144,,
SWS Strategic Investment Funds (AXE144),Shenyin Wanguo RMB Mainland Investment Fund (AYH568),Shenwan Hongyuan Asset Management (Asia) Limited,9/1/2012,Offering Documents,No,AXE144,AYH568,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AYH568&docType=OD
CMS Funds (AYF849),,"CMS Asset Management (HK) Co., Limited",6/1/2012,Offering Documents,,AYF849,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
CMS Funds (AYF849),CMS China Opportunities Flexifund (AYF850),"CMS Asset Management (HK) Co., Limited",6/1/2012,Offering Documents,No,AYF849,AYF850,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AYF850&docType=OD
E Fund Investment Fund Series (AWA404),,"E Fund Management (Hong Kong) Co., Limited",6/1/2012,Offering Documents,,AWA404,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
E Fund Investment Fund Series (AWA404),E Fund (HK) RMB Fixed Income Fund (AWA406),"E Fund Management (Hong Kong) Co., Limited",6/1/2012,Offering Documents,No,AWA404,AWA406,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AWA406&docType=OD
Haitong RMB Investment Fund Series (AVJ121),Haitong China RMB Income Fund (AWQ662),Haitong International Asset Management (HK) Limited,6/1/2012,Offering Documents,No,AVJ121,AWQ662,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AWQ662&docType=OD
Bosera Investment Funds (AXD370),,"Bosera Asset Management (International) Co., Limited",5/1/2012, ,,AXD370,,
Bosera Investment Funds (AXD370),Bosera RMB Bond Fund (AXD371),"Bosera Asset Management (International) Co., Limited",5/1/2012,Offering Documents,No,AXD370,AXD371,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AXD371&docType=OD
Harvest Funds (Hong Kong) (AVM265),,Harvest Global Investments Limited,5/1/2012,Offering Documents,,AVM265,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
ChinaAMC Select Fund (AVL899),,China Asset Management (Hong Kong) Limited,4/1/2012,Offering Documents,,AVL899,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
ChinaAMC Select Fund (AVL899),ChinaAMC Select RMB Bond Fund (AVZ072),China Asset Management (Hong Kong) Limited,4/1/2012,Offering Documents,No,AVL899,AVZ072,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AVZ072&docType=OD
MFS Meridian Funds (ABT229),MFS Meridian Funds - Blended Research European Equity Fund (AXC841),MFS Investment Management Company (Lux) S.ar.l.,3/1/2012,Offering Documents,No,ABT229,AXC841,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AXC841&docType=OD
China Universal International Series (AVR837),,China Universal Asset Management (Hong Kong) Company Limited,30/12/2011,Offering Documents,,AVR837,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
China Universal International Series (AVR837),CUAM RMB Bondplus Fund (AVU620),China Universal Asset Management (Hong Kong) Company Limited,30/12/2011,Offering Documents,No,AVR837,AVU620,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AVU620&docType=OD
CSOP Shen Zhou Fund (AVJ127),,CSOP Asset Management Limited,30/12/2011,Offering Documents,,AVJ127,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
CSOP Shen Zhou Fund (AVJ127),CSOP Shen Zhou RMB Fund (AVJ128),CSOP Asset Management Limited,30/12/2011,Offering Documents,No,AVJ127,AVJ128,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AVJ128&docType=OD
DCI Investment Trust (AWD544),,Da Cheng International Asset Management Company Limited,30/12/2011,Offering Documents,,AWD544,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
Invesco Funds (AAV714),Invesco Asian Flexible Bond Fund (AXD191),INVESCO Management S.A.,8/12/2011,Offering Documents,No,AAV714,AXD191,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AXD191&docType=OD
Invesco Funds (AAV714),Invesco China Focus Equity Fund (AXV164),INVESCO Management S.A.,8/12/2011,Offering Documents,No,AAV714,AXV164,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AXV164&docType=OD
PineBridge Fund Series (AFI492),PineBridge Asian Bond Fund (AWO199),PineBridge Investments Hong Kong Limited,8/12/2011,Offering Documents,No,AFI492,AWO199,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AWO199&docType=OD
PineBridge Fund Series (AFI492),PineBridge India Equity Fund (AWO200),PineBridge Investments Hong Kong Limited,8/12/2011,Offering Documents,No,AFI492,AWO200,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AWO200&docType=OD
BlackRock Global Funds (AAR239),Emerging Markets Equity Income Fund (AXQ389),BlackRock (Luxembourg) S.A.,9/11/2011,Offering Documents,No,AAR239,AXQ389,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AXQ389&docType=OD
BlackRock Global Funds (AAR239),Global Equity Income Fund (AXQ391),BlackRock (Luxembourg) S.A.,9/11/2011,Offering Documents,No,AAR239,AXQ391,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AXQ391&docType=OD
BlackRock Global Funds (AAR239),Natural Resources Growth & Income Fund (AXQ390),BlackRock (Luxembourg) S.A.,9/11/2011,Offering Documents,No,AAR239,AXQ390,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AXQ390&docType=OD
Franklin Templeton Investment Funds (ACG318),Templeton Emerging Markets Dynamic Income Fund (AWY061),Franklin Templeton International Services S.a.r.l.,17/10/2011,Offering Documents,No,ACG318,AWY061,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AWY061&docType=OD
JPMorgan Multi Income Fund (AWE184),,JPMorgan Funds (Asia) Limited,27/6/2011,Offering Documents,No,AWE184,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
BOC-Prudential Index Fund Series (AUX026),,BOCI-Prudential Asset Management Limited,20/6/2011,Offering Documents,,AUX026,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
BOC-Prudential Index Fund Series (AUX026),BOC-Prudential European Index Fund (AUX028),BOCI-Prudential Asset Management Limited,20/6/2011,Offering Documents,No,AUX026,AUX028,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AUX028&docType=OD
BOC-Prudential Index Fund Series (AUX026),BOC-Prudential North America Index Fund (AUX027),BOCI-Prudential Asset Management Limited,20/6/2011,Offering Documents,No,AUX026,AUX027,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AUX027&docType=OD
Hang Seng Investment Series (AEO342),Hang Seng Corporate Sustainability Index Fund (AWJ523),Hang Seng Investment Management Limited,8/6/2011,Offering Documents,No,AEO342,AWJ523,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AWJ523&docType=OD
Principal Life Style Fund (AIC154),Principal Hong Kong Bond Fund (AWU879),Principal Asset Management Company (Asia) Limited,31/5/2011,Offering Documents,No,AIC154,AWU879,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AWU879&docType=OD
Schroder Umbrella Fund II (AWW393),,Schroder Investment Management (Hong Kong) Limited,25/5/2011, ,,AWW393,,
Schroder Umbrella Fund II (AWW393),Schroder Asian Asset Income Fund (AWW394),Schroder Investment Management (Hong Kong) Limited,25/5/2011,Offering Documents,No,AWW393,AWW394,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AWW394&docType=OD
HSBC Investment Funds Trust (ADA076),HSBC Asian High Yield Bond Fund (AWW747),HSBC Investment Funds (Hong Kong) Limited,28/4/2011,Offering Documents,No,ADA076,AWW747,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AWW747&docType=OD
Ping An of China Select Investment Fund Series (AWO197),,Ping An of China Asset Management (Hong Kong) Company Limited,13/4/2011,Offering Documents,,AWO197,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
Ping An of China Select Investment Fund Series (AWO197),Ping An of China SIF - RMB Bond Fund (AWO198),Ping An of China Asset Management (Hong Kong) Company Limited,13/4/2011,Offering Documents,No,AWO197,AWO198,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AWO198&docType=OD
Amundi Funds (AGC783),Cash USD (AWN203),Amundi Luxembourg S.A.,12/4/2011,Offering Documents,No,AGC783,AWN203,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AWN203&docType=OD
Amundi Funds (AGC783),Emerging World Equity (AWN204),Amundi Luxembourg S.A.,12/4/2011,Offering Documents,No,AGC783,AWN204,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AWN204&docType=OD
Amundi Funds (AGC783),Equity MENA (AWN200),Amundi Luxembourg S.A.,12/4/2011,Offering Documents,No,AGC783,AWN200,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AWN200&docType=OD
PineBridge Global Funds (ALL921),PineBridge Global Emerging Markets Local Currency Bond Fund (AVI894),PineBridge Investments Ireland Limited,6/4/2011,Offering Documents,No,ALL921,AVI894,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AVI894&docType=OD
Fidelity Funds (AAV264),Fidelity Funds - Asian Bond Fund (AWP864),FIL Investment Management (Luxembourg) S.A.,31/3/2011,Offering Documents,No,AAV264,AWP864,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AWP864&docType=OD
Fidelity Funds (AAV264),Fidelity Funds - China Consumer Fund (AWP859),FIL Investment Management (Luxembourg) S.A.,31/3/2011,Offering Documents,No,AAV264,AWP859,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AWP859&docType=OD
Fidelity Funds (AAV264),Fidelity Funds - Fidelity Target TM 2025 (Euro) Fund (AWP866),FIL Investment Management (Luxembourg) S.A.,31/3/2011,Offering Documents,No,AAV264,AWP866,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AWP866&docType=OD
Fidelity Funds (AAV264),Fidelity Funds - Fidelity Target TM 2030 (Euro) Fund (AWP867),FIL Investment Management (Luxembourg) S.A.,31/3/2011,Offering Documents,No,AAV264,AWP867,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AWP867&docType=OD
Fidelity Funds (AAV264),Fidelity Funds - Global Dividend Fund (AWP862),FIL Investment Management (Luxembourg) S.A.,31/3/2011,Offering Documents,No,AAV264,AWP862,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AWP862&docType=OD
Invesco Funds (AAV714),Invesco Developed Small and Mid-Cap Equity Fund (AWI996),INVESCO Management S.A.,30/3/2011,Offering Documents,No,AAV714,AWI996,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AWI996&docType=OD
Invesco Funds (AAV714),Invesco Emerging Market Corporate Bond Fund (AWJ002),INVESCO Management S.A.,30/3/2011,Offering Documents,No,AAV714,AWJ002,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AWJ002&docType=OD
Invesco Funds (AAV714),Invesco Global Equity Income Fund (AWI997),INVESCO Management S.A.,30/3/2011,Offering Documents,No,AAV714,AWI997,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AWI997&docType=OD
Invesco Funds (AAV714),Invesco Japanese Equity Advantage Fund (AWJ001),INVESCO Management S.A.,30/3/2011,Offering Documents,No,AAV714,AWJ001,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AWJ001&docType=OD
Invesco Funds (AAV714),Invesco Responsible Japanese Equity Value Discovery Fund (AWI999),INVESCO Management S.A.,30/3/2011,Offering Documents,No,AAV714,AWI999,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AWI999&docType=OD
Invesco Funds (AAV714),Invesco US Value Equity Fund (AWI998),INVESCO Management S.A.,30/3/2011,Offering Documents,No,AAV714,AWI998,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AWI998&docType=OD
Manulife Global Fund (ABG535),Manulife Global Fund - Asia Total Return Fund (AUC141),Manulife Investment Management (Ireland) Limited,21/3/2011,Offering Documents,No,ABG535,AUC141,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AUC141&docType=OD
Morgan Stanley Investment Funds (ACT316),Morgan Stanley Investment Funds Global Opportunity Fund (AWA249),MSIM Fund Management (Ireland) Limited,28/2/2011,Offering Documents,No,ACT316,AWA249,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AWA249&docType=OD
Janus Henderson Horizon Fund (ADL924),Janus Henderson Horizon Fund - European Growth Fund (AVD058),Janus Henderson Investors Europe S.A.,24/2/2011,Offering Documents,No,ADL924,AVD058,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AVD058&docType=OD
Barings Investment Umbrella Fund (AUW900),,Baring Fund Managers Limited,10/1/2011,Offering Documents,,AUW900,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
Barings Investment Umbrella Fund (AUW900),Barings Global Agriculture Fund (AUW901),Baring Fund Managers Limited,10/1/2011,Offering Documents,No,AUW900,AUW901,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AUW901&docType=OD
CCB International RMB Fund Series (AWC673),,CCB International Asset Management Limited,3/1/2011,Offering Documents,,AWC673,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
CCB International RMB Fund Series (AWC673),CCB International - RMB Fixed Income Fund (AWC674),CCB International Asset Management Limited,3/1/2011,Offering Documents,No,AWC673,AWC674,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AWC674&docType=OD
ICBC Asset Management (Global) Funds (ASL531),ICBC Asset Management RMB Fixed Income Fund (AVZ165),ICBC Asset Management (Global) Company Limited,29/12/2010,Offering Documents,No,ASL531,AVZ165,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AVZ165&docType=OD
Alquity SICAV (AUS161),,East Capital Asset Management S.A.,23/12/2010,Offering Documents,,AUS161,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
Alquity SICAV (AUS161),Alquity Africa Fund (AUS162),East Capital Asset Management S.A.,23/12/2010,Offering Documents,No,AUS161,AUS162,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AUS162&docType=OD
PIMCO Funds: Global Investors Series Plc (AFR656),Asia Strategic Interest Bond Fund (AVE582),PIMCO Global Advisors (Ireland) Limited,10/12/2010,Offering Documents,No,AFR656,AVE582,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AVE582&docType=OD
